"customer_id","income","total_spend","web_purchases","catalog_purchases","store_purchases","recency_days","response","cluster","segment"
8595,42429,67,1,1,3,99,0,3,"Price Sensitive"
2968,48948,902,7,10,5,53,1,2,"Potential Upgraders"
8601,80011,1395,8,6,5,3,0,2,"Potential Upgraders"
503,20559,53,2,0,3,88,0,3,"Price Sensitive"
8430,21994,22,0,0,3,4,0,1,"Premium Loyalists"
2139,7500,31,2,0,3,19,0,1,"Premium Loyalists"
1371,79941,984,2,4,9,72,0,2,"Potential Upgraders"
9909,7500,122,3,1,3,24,1,1,"Premium Loyalists"
7286,41728,55,2,0,2,92,0,3,"Price Sensitive"
6566,72550,1319,5,2,12,39,0,4,"Inactive Low-Value"
8614,65486,507,4,2,10,29,0,4,"Inactive Low-Value"
4114,79143,1693,6,9,13,2,0,2,"Potential Upgraders"
1331,35790,72,2,0,3,54,0,3,"Price Sensitive"
2225,82582,1617,4,9,7,54,1,2,"Potential Upgraders"
9381,66373,606,4,2,10,57,0,4,"Inactive Low-Value"
6260,82384,1957,3,10,13,55,1,2,"Potential Upgraders"
10383,70287,1093,5,5,10,30,1,2,"Potential Upgraders"
7437,27938,29,1,0,4,31,0,1,"Premium Loyalists"
8375,55954,518,8,2,6,63,0,4,"Inactive Low-Value"
6853,75777,1438,3,6,11,12,1,2,"Potential Upgraders"
3076,66653,612,4,2,12,18,0,4,"Inactive Low-Value"
1012,61823,884,8,2,10,26,0,4,"Inactive Low-Value"
6518,67680,606,7,3,8,8,0,4,"Inactive Low-Value"
4137,70666,1076,7,4,4,29,0,4,"Inactive Low-Value"
8082,25721,34,1,1,2,75,1,3,"Price Sensitive"
1386,32474,11,1,0,2,0,0,1,"Premium Loyalists"
9369,88194,1274,11,10,10,19,1,2,"Potential Upgraders"
4477,69096,653,5,2,10,4,0,4,"Inactive Low-Value"
1357,74854,1562,2,5,5,90,0,2,"Potential Upgraders"
1402,66991,1253,4,8,6,1,0,2,"Potential Upgraders"
6312,65031,863,10,3,13,29,0,4,"Inactive Low-Value"
8132,60631,661,9,2,8,88,0,4,"Inactive Low-Value"
1050,28332,65,2,1,4,58,0,3,"Price Sensitive"
5846,40246,13,1,0,2,68,0,3,"Price Sensitive"
1859,75251,1890,7,6,5,34,1,2,"Potential Upgraders"
7503,75825,2209,5,8,9,40,1,2,"Potential Upgraders"
10401,26326,18,0,0,3,12,0,1,"Premium Loyalists"
1618,56046,692,10,1,8,9,1,4,"Inactive Low-Value"
3332,29760,165,3,1,4,87,0,3,"Price Sensitive"
2261,26304,16,1,0,2,5,0,1,"Premium Loyalists"
5346,23559,79,3,0,3,87,0,3,"Price Sensitive"
4119,38620,318,2,5,3,56,0,3,"Price Sensitive"
535,81361,778,3,10,13,18,0,2,"Potential Upgraders"
5268,29440,56,1,0,4,95,0,3,"Price Sensitive"
273,36138,151,3,1,4,48,0,1,"Premium Loyalists"
4452,50388,372,6,1,6,3,1,4,"Inactive Low-Value"
8504,79593,1366,5,6,7,70,0,2,"Potential Upgraders"
771,54178,194,2,2,5,79,0,3,"Price Sensitive"
11178,42394,32,1,0,3,69,0,3,"Price Sensitive"
2230,23626,43,3,1,3,84,0,3,"Price Sensitive"
7516,30096,45,2,0,3,30,0,1,"Premium Loyalists"
7247,47916,606,7,4,6,72,0,4,"Inactive Low-Value"
11100,51813,63,2,0,3,37,0,1,"Premium Loyalists"
4646,78497,978,5,7,12,44,0,2,"Potential Upgraders"
3037,50150,410,5,2,7,32,0,4,"Inactive Low-Value"
1473,47823,72,2,0,3,0,0,1,"Premium Loyalists"
1016,34554,55,2,0,3,43,0,1,"Premium Loyalists"
4518,85693,1169,9,5,11,59,0,2,"Potential Upgraders"
9370,65846,1120,6,3,6,68,0,4,"Inactive Low-Value"
8908,87195,1097,3,11,5,35,1,2,"Potential Upgraders"
8373,24594,29,1,0,3,94,0,3,"Price Sensitive"
7533,49096,187,4,1,4,15,0,1,"Premium Loyalists"
2683,52413,910,6,4,12,56,0,4,"Inactive Low-Value"
3629,38557,145,3,1,3,17,0,1,"Premium Loyalists"
10991,89058,850,5,4,4,18,0,4,"Inactive Low-Value"
5077,77298,969,6,6,11,46,0,2,"Potential Upgraders"
7431,68126,1820,7,4,5,40,1,2,"Potential Upgraders"
3267,57288,608,8,1,8,27,0,4,"Inactive Low-Value"
999,86037,730,6,7,11,95,1,2,"Potential Upgraders"
9215,43974,551,6,4,6,19,0,4,"Inactive Low-Value"
2286,50785,114,2,1,3,27,0,1,"Premium Loyalists"
1592,90765,1724,4,6,5,25,0,2,"Potential Upgraders"
367,36550,577,9,1,5,74,0,4,"Inactive Low-Value"
5234,30753,81,1,1,3,85,0,3,"Price Sensitive"
9862,21918,33,2,0,3,37,0,1,"Premium Loyalists"
9805,56129,660,6,2,10,65,0,4,"Inactive Low-Value"
6205,32557,80,2,1,3,13,1,1,"Premium Loyalists"
8442,19510,30,1,0,3,63,0,3,"Price Sensitive"
7386,30992,43,1,0,3,83,0,3,"Price Sensitive"
7215,101970,1135,6,8,13,69,1,2,"Potential Upgraders"
1491,71488,559,3,4,7,87,0,4,"Inactive Low-Value"
11071,79607,1923,3,6,6,37,1,2,"Potential Upgraders"
3381,54348,90,2,0,4,51,0,3,"Price Sensitive"
11051,77376,661,6,3,10,72,0,4,"Inactive Low-Value"
8026,62998,463,5,4,5,10,0,4,"Inactive Low-Value"
433,61331,632,11,1,6,42,0,4,"Inactive Low-Value"
9597,73448,725,7,2,9,10,0,4,"Inactive Low-Value"
5290,41551,279,5,1,5,51,0,3,"Price Sensitive"
1685,62981,1482,4,5,13,21,0,2,"Potential Upgraders"
5342,9548,29,1,0,3,31,0,1,"Premium Loyalists"
9579,33762,106,2,2,2,61,0,3,"Price Sensitive"
7660,35860,49,1,1,2,37,1,1,"Premium Loyalists"
1461,36921,38,2,0,3,74,0,3,"Price Sensitive"
821,92859,2077,5,4,12,46,0,2,"Potential Upgraders"
11084,65104,1053,3,5,7,4,1,2,"Potential Upgraders"
8690,86111,1385,5,7,10,73,0,2,"Potential Upgraders"
2937,68352,871,8,5,9,47,0,4,"Inactive Low-Value"
9701,41883,312,4,2,3,13,0,1,"Premium Loyalists"
9949,59809,877,3,3,6,36,0,4,"Inactive Low-Value"
10837,23957,68,2,0,3,47,1,1,"Premium Loyalists"
3120,38547,22,1,0,2,49,0,1,"Premium Loyalists"
5885,35688,211,4,1,4,94,0,3,"Price Sensitive"
4050,49605,127,2,1,4,65,0,3,"Price Sensitive"
3830,59354,459,4,4,7,59,0,4,"Inactive Low-Value"
7987,65747,460,8,1,6,96,0,4,"Inactive Low-Value"
7798,46344,429,7,1,5,28,0,4,"Inactive Low-Value"
92,34176,89,3,0,4,12,0,1,"Premium Loyalists"
7055,61010,1021,8,5,11,57,0,4,"Inactive Low-Value"
10240,69372,1381,10,4,6,10,1,4,"Inactive Low-Value"
3025,49967,306,6,1,5,4,0,1,"Premium Loyalists"
9283,60199,18,0,0,3,49,0,1,"Premium Loyalists"
9970,55375,162,1,1,6,3,0,1,"Premium Loyalists"
2730,80317,1231,3,4,10,64,0,2,"Potential Upgraders"
2795,30523,13,1,0,2,0,0,1,"Premium Loyalists"
9260,70356,1706,10,6,9,20,0,2,"Potential Upgraders"
8182,23228,121,3,0,4,91,0,3,"Price Sensitive"
10095,74165,1293,5,4,10,9,0,2,"Potential Upgraders"
8475,157243,1608,0,22,0,98,0,2,"Potential Upgraders"
4370,43482,88,2,0,4,83,0,3,"Price Sensitive"
10573,62551,421,6,7,4,27,0,4,"Inactive Low-Value"
3712,52332,259,3,2,6,63,0,3,"Price Sensitive"
6637,66951,1117,3,4,7,46,0,2,"Potential Upgraders"
3152,26091,89,2,1,3,84,0,3,"Price Sensitive"
5610,33456,36,1,0,3,58,0,3,"Price Sensitive"
6460,28718,57,2,0,3,78,0,3,"Price Sensitive"
1349,50447,148,3,1,3,4,0,1,"Premium Loyalists"
1880,53537,93,2,1,3,17,0,1,"Premium Loyalists"
641,52074,119,2,2,2,77,0,3,"Price Sensitive"
8717,80427,1835,11,8,8,56,0,2,"Potential Upgraders"
10314,83837,1318,9,10,5,79,1,2,"Potential Upgraders"
10854,38853,45,2,0,3,90,0,3,"Price Sensitive"
10492,38285,10,0,0,3,96,0,3,"Price Sensitive"
6935,78497,978,5,7,12,44,0,2,"Potential Upgraders"
7698,51650,191,4,1,4,81,0,3,"Price Sensitive"
3559,16248,57,2,1,3,77,0,3,"Price Sensitive"
10562,66835,1033,6,4,13,21,0,4,"Inactive Low-Value"
10796,30477,66,1,1,3,16,0,1,"Premium Loyalists"
2563,28249,43,2,0,3,80,0,3,"Price Sensitive"
3518,25271,50,1,1,2,45,0,1,"Premium Loyalists"
5823,32303,39,1,0,4,63,0,3,"Price Sensitive"
3934,61286,608,7,1,8,34,0,4,"Inactive Low-Value"
6982,74068,1581,4,10,9,14,0,2,"Potential Upgraders"
6431,45759,68,2,0,3,13,0,1,"Premium Loyalists"
9733,24882,80,1,1,2,52,0,1,"Premium Loyalists"
5602,66973,1282,8,7,12,98,0,2,"Potential Upgraders"
7829,36640,65,2,1,2,99,0,3,"Price Sensitive"
1324,38872,91,3,0,3,93,0,3,"Price Sensitive"
326,51148,315,5,1,6,38,0,4,"Inactive Low-Value"
7224,31353,31,1,1,2,24,0,1,"Premium Loyalists"
6999,69661,834,7,3,12,80,0,4,"Inactive Low-Value"
9938,80067,1600,4,6,6,82,0,2,"Potential Upgraders"
6422,86718,1270,5,6,5,20,0,2,"Potential Upgraders"
3182,46854,263,5,1,3,81,1,3,"Price Sensitive"
7300,69142,535,8,1,7,50,0,4,"Inactive Low-Value"
10424,75922,1295,4,4,9,60,0,2,"Potential Upgraders"
8727,63693,1150,11,6,9,63,0,4,"Inactive Low-Value"
2798,102160,1240,7,9,10,54,1,2,"Potential Upgraders"
1030,40637,38,1,0,3,72,0,3,"Price Sensitive"
624,18890,35,0,1,2,5,1,1,"Premium Loyalists"
5176,29604,53,1,0,3,88,0,3,"Price Sensitive"
5552,48721,293,4,2,5,50,0,3,"Price Sensitive"
868,44794,65,2,0,3,99,0,3,"Price Sensitive"
380,64497,1804,11,4,9,17,1,4,"Inactive Low-Value"
2677,46097,241,3,1,6,11,0,1,"Premium Loyalists"
6521,77972,1101,4,6,9,18,0,2,"Potential Upgraders"
6927,44377,264,5,1,5,70,0,3,"Price Sensitive"
2877,46014,541,7,1,8,21,0,4,"Inactive Low-Value"
0,70951,1198,3,4,9,66,0,2,"Potential Upgraders"
1584,41443,482,8,1,5,79,0,4,"Inactive Low-Value"
7264,52195,17,1,0,2,2,0,1,"Premium Loyalists"
6274,83790,1615,8,10,6,81,0,2,"Potential Upgraders"
1377,44551,285,4,1,5,24,0,1,"Premium Loyalists"
454,69508,1135,11,4,11,48,0,4,"Inactive Low-Value"
1755,45204,114,1,1,4,93,0,3,"Price Sensitive"
2075,72460,1047,3,5,7,56,0,2,"Potential Upgraders"
4785,77622,714,6,3,11,3,0,4,"Inactive Low-Value"
9076,30732,185,4,1,4,44,0,1,"Premium Loyalists"
7079,63887,1245,9,6,12,38,0,2,"Potential Upgraders"
4653,42011,189,3,1,4,46,0,1,"Premium Loyalists"
7375,51369,576,8,2,4,84,0,4,"Inactive Low-Value"
709,51537,1103,2,2,11,27,0,4,"Inactive Low-Value"
460,79930,1753,3,5,8,72,0,2,"Potential Upgraders"
3726,34320,17,1,0,2,66,0,3,"Price Sensitive"
6798,37070,433,5,1,8,30,1,4,"Inactive Low-Value"
5341,81975,1588,6,3,4,2,0,4,"Inactive Low-Value"
1606,38590,22,1,0,2,65,0,3,"Price Sensitive"
9617,15033,19,1,0,3,37,0,1,"Premium Loyalists"
3233,62745,1117,7,8,11,89,0,2,"Potential Upgraders"
89,22212,69,2,0,4,49,0,1,"Premium Loyalists"
2936,23661,23,1,0,3,46,0,1,"Premium Loyalists"
9449,79761,605,5,2,11,32,0,4,"Inactive Low-Value"
7297,7500,57,3,1,3,54,0,3,"Price Sensitive"
11004,60182,22,1,0,2,23,0,1,"Premium Loyalists"
313,73455,2088,6,5,10,98,0,2,"Potential Upgraders"
9940,64961,1009,6,4,4,97,0,4,"Inactive Low-Value"
10735,22804,26,2,0,2,75,0,3,"Price Sensitive"
9529,73687,1627,3,9,9,8,1,2,"Potential Upgraders"
6439,61074,1102,11,5,8,37,0,4,"Inactive Low-Value"
7411,31686,17,1,0,3,31,0,1,"Premium Loyalists"
2176,80134,1690,5,3,6,40,1,2,"Potential Upgraders"
9265,75027,1390,9,4,6,74,0,4,"Inactive Low-Value"
8867,67546,2126,4,10,5,90,0,2,"Potential Upgraders"
8932,65176,1531,9,6,6,57,0,2,"Potential Upgraders"
10236,31160,64,2,0,3,59,0,3,"Price Sensitive"
6340,29938,26,1,0,3,52,0,1,"Premium Loyalists"
10089,102692,1112,6,9,13,5,1,2,"Potential Upgraders"
2227,26490,210,3,1,5,92,0,3,"Price Sensitive"
10992,75702,1148,4,6,11,77,0,2,"Potential Upgraders"
5304,30899,33,1,0,3,35,0,1,"Premium Loyalists"
309,63342,1101,8,3,5,48,0,4,"Inactive Low-Value"
3406,45989,322,3,2,7,97,0,3,"Price Sensitive"
2661,18701,44,2,0,4,95,0,3,"Price Sensitive"
3153,40737,17,1,0,2,24,0,1,"Premium Loyalists"
10264,15287,31,1,1,2,60,1,3,"Price Sensitive"
1184,69674,845,10,2,10,46,0,4,"Inactive Low-Value"
4200,44159,275,4,1,6,85,0,3,"Price Sensitive"
9396,37717,25,1,0,2,31,0,1,"Premium Loyalists"
2387,43776,275,5,2,4,9,1,1,"Premium Loyalists"
6690,38179,90,3,1,3,30,0,1,"Premium Loyalists"
1225,80124,1495,3,7,8,47,0,2,"Potential Upgraders"
9703,38097,184,3,2,2,70,1,3,"Price Sensitive"
291,72940,981,3,3,6,13,0,4,"Inactive Low-Value"
4557,22070,67,2,2,2,11,0,1,"Premium Loyalists"
2379,69267,1635,3,4,5,31,1,2,"Potential Upgraders"
5726,31788,60,3,0,4,15,0,1,"Premium Loyalists"
3066,61905,231,4,2,4,2,0,1,"Premium Loyalists"
6336,29315,48,2,0,4,55,0,3,"Price Sensitive"
10967,33378,99,2,0,4,38,0,1,"Premium Loyalists"
2304,66313,770,6,3,12,86,0,4,"Inactive Low-Value"
3445,60714,957,7,4,10,56,1,4,"Inactive Low-Value"
7828,77882,818,3,3,5,29,0,4,"Inactive Low-Value"
3762,69867,925,3,5,8,30,1,2,"Potential Upgraders"
4391,63841,908,9,3,9,64,0,4,"Inactive Low-Value"
4669,24480,102,3,0,4,46,0,1,"Premium Loyalists"
10144,51369,576,8,2,4,84,0,4,"Inactive Low-Value"
8652,37760,317,4,1,6,20,0,1,"Premium Loyalists"
1672,65640,461,5,1,8,74,0,4,"Inactive Low-Value"
8962,44319,37,2,0,3,18,0,1,"Premium Loyalists"
9974,30631,70,3,1,2,75,0,3,"Price Sensitive"
10983,75278,930,6,3,13,17,0,4,"Inactive Low-Value"
8148,50898,859,6,2,12,88,0,4,"Inactive Low-Value"
10102,79946,1478,5,11,5,19,0,2,"Potential Upgraders"
4697,35416,390,7,1,5,62,0,4,"Inactive Low-Value"
9262,32414,52,1,0,3,11,0,1,"Premium Loyalists"
7254,38361,137,3,1,3,74,0,3,"Price Sensitive"
4543,82497,1919,2,7,9,32,0,2,"Potential Upgraders"
4927,16626,68,3,0,3,76,0,3,"Price Sensitive"
10451,29672,25,0,0,3,6,0,1,"Premium Loyalists"
2926,55951,1374,3,6,11,62,0,2,"Potential Upgraders"
2874,35388,32,1,0,3,20,0,1,"Premium Loyalists"
9738,42386,100,3,0,3,43,0,1,"Premium Loyalists"
7119,68627,825,2,3,6,45,0,4,"Inactive Low-Value"
3924,57912,916,8,3,12,34,0,4,"Inactive Low-Value"
5827,35246,62,3,1,3,53,0,3,"Price Sensitive"
5596,58821,728,9,2,9,44,0,4,"Inactive Low-Value"
10812,46377,90,2,1,3,89,0,3,"Price Sensitive"
1717,39747,273,5,1,4,43,0,1,"Premium Loyalists"
9491,23976,66,3,1,3,68,0,3,"Price Sensitive"
9274,80950,1213,6,7,9,44,0,2,"Potential Upgraders"
6609,27038,107,3,0,3,64,1,3,"Price Sensitive"
6963,77457,1157,2,5,10,85,0,2,"Potential Upgraders"
4440,64100,546,8,3,6,93,0,4,"Inactive Low-Value"
1379,42670,241,4,2,4,12,0,1,"Premium Loyalists"
10032,12571,53,3,1,3,86,0,3,"Price Sensitive"
2826,22574,37,2,0,3,28,0,1,"Premium Loyalists"
6320,70893,1508,6,6,10,42,0,2,"Potential Upgraders"
3050,54198,235,3,1,6,13,0,1,"Premium Loyalists"
231,28839,32,2,0,3,86,0,3,"Price Sensitive"
2392,40321,102,3,0,3,59,0,3,"Price Sensitive"
9478,66503,401,4,3,6,30,0,4,"Inactive Low-Value"
113,30833,28,1,0,3,33,0,1,"Premium Loyalists"
1802,64795,680,3,3,12,23,0,4,"Inactive Low-Value"
520,34421,30,1,0,2,81,0,3,"Price Sensitive"
8275,47025,20,1,0,2,6,0,1,"Premium Loyalists"
9750,64325,1307,10,3,5,41,0,4,"Inactive Low-Value"
2607,40464,630,8,2,8,78,0,4,"Inactive Low-Value"
7214,62187,1283,4,8,5,49,0,2,"Potential Upgraders"
5835,14849,65,2,0,4,39,0,1,"Premium Loyalists"
3896,27255,37,1,0,3,3,0,1,"Premium Loyalists"
10350,54432,38,1,0,3,37,0,1,"Premium Loyalists"
7786,29999,160,3,1,4,22,0,1,"Premium Loyalists"
2861,24072,23,1,0,2,79,0,3,"Price Sensitive"
663,33996,71,1,1,3,46,0,1,"Premium Loyalists"
10675,66334,1161,9,3,5,82,1,4,"Inactive Low-Value"
2521,35178,59,1,1,2,10,1,1,"Premium Loyalists"
9592,22010,33,2,0,3,51,0,1,"Premium Loyalists"
10151,62204,946,4,5,12,38,0,2,"Potential Upgraders"
7381,75693,1442,11,4,6,10,1,4,"Inactive Low-Value"
4099,30675,62,1,0,3,14,0,1,"Premium Loyalists"
9560,83003,1674,7,6,8,18,1,2,"Potential Upgraders"
1150,83532,1853,4,6,4,36,0,2,"Potential Upgraders"
10172,68655,1538,4,5,11,95,0,2,"Potential Upgraders"
11191,41411,139,2,1,4,11,0,1,"Premium Loyalists"
9707,55212,1182,4,2,11,65,0,4,"Inactive Low-Value"
6245,59292,507,3,5,8,71,0,4,"Inactive Low-Value"
8234,27190,18,1,0,2,13,1,1,"Premium Loyalists"
1411,82623,940,2,9,4,58,0,2,"Potential Upgraders"
8553,44300,42,1,0,3,65,0,3,"Price Sensitive"
1826,84835,1190,4,4,6,0,1,2,"Potential Upgraders"
8842,30372,44,2,0,3,33,0,1,"Premium Loyalists"
11030,33181,16,1,0,2,90,0,3,"Price Sensitive"
2579,71113,835,6,7,9,95,0,2,"Potential Upgraders"
175,71952,1443,8,4,8,93,0,2,"Potential Upgraders"
9185,69759,1029,4,6,5,38,1,2,"Potential Upgraders"
11056,72099,1188,3,4,10,18,0,2,"Potential Upgraders"
9365,60000,1277,11,3,5,57,0,4,"Inactive Low-Value"
6201,38643,49,2,0,3,45,0,1,"Premium Loyalists"
2061,50737,99,2,0,4,61,0,3,"Price Sensitive"
6184,68462,1670,3,3,8,6,0,2,"Potential Upgraders"
6142,65073,900,5,3,5,65,0,4,"Inactive Low-Value"
4107,46681,425,4,6,4,52,0,4,"Inactive Low-Value"
7274,78618,2153,4,7,10,87,0,2,"Potential Upgraders"
9336,62187,636,6,2,10,38,0,4,"Inactive Low-Value"
2958,28442,57,2,1,4,53,0,3,"Price Sensitive"
933,37717,25,1,0,2,31,0,1,"Premium Loyalists"
5837,51479,494,6,3,6,67,0,4,"Inactive Low-Value"
10704,54803,693,6,2,9,65,0,4,"Inactive Low-Value"
5125,79530,1348,4,10,11,64,0,2,"Potential Upgraders"
4432,31615,51,2,0,3,82,0,3,"Price Sensitive"
5955,72025,1932,4,3,8,27,0,2,"Potential Upgraders"
2928,52614,990,2,4,8,63,0,2,"Potential Upgraders"
5680,35684,30,1,0,3,66,0,3,"Price Sensitive"
10313,48178,254,5,1,4,69,0,3,"Price Sensitive"
2557,29548,29,1,1,2,52,0,1,"Premium Loyalists"
1245,63810,1371,4,3,12,45,0,2,"Potential Upgraders"
1519,38578,73,3,0,3,2,1,1,"Premium Loyalists"
10703,46098,120,3,2,2,86,0,3,"Price Sensitive"
1726,22585,81,1,1,2,23,1,1,"Premium Loyalists"
4459,30279,37,1,0,3,13,0,1,"Premium Loyalists"
1729,66426,1377,3,5,10,14,0,2,"Potential Upgraders"
1517,30822,51,1,0,3,92,0,3,"Price Sensitive"
2098,33581,17,1,0,2,38,0,1,"Premium Loyalists"
9543,19986,22,0,0,3,74,0,3,"Price Sensitive"
6878,27421,324,4,1,6,14,0,1,"Premium Loyalists"
3310,35688,211,4,1,4,94,0,3,"Price Sensitive"
2724,36143,19,0,1,2,33,0,1,"Premium Loyalists"
948,10245,41,1,2,2,32,0,1,"Premium Loyalists"
6720,43795,492,7,3,4,11,1,4,"Inactive Low-Value"
6202,63381,1005,4,5,13,78,0,2,"Potential Upgraders"
2066,38823,114,2,1,3,56,0,3,"Price Sensitive"
9799,83664,1173,2,2,12,57,0,2,"Potential Upgraders"
8318,90300,1738,5,6,8,7,0,2,"Potential Upgraders"
5642,62499,222,3,1,6,0,0,1,"Premium Loyalists"
2669,74293,1127,5,4,6,66,0,2,"Potential Upgraders"
455,51012,209,4,1,4,86,0,3,"Price Sensitive"
7683,70777,787,5,3,12,80,0,4,"Inactive Low-Value"
3428,68682,1598,4,9,10,56,0,2,"Potential Upgraders"
7414,43824,186,3,1,4,18,0,1,"Premium Loyalists"
6354,15345,47,1,1,2,51,1,1,"Premium Loyalists"
798,23442,27,1,0,3,71,0,3,"Price Sensitive"
8213,14515,96,2,2,3,71,1,3,"Price Sensitive"
2488,31395,64,2,1,3,80,0,3,"Price Sensitive"
9999,75276,1040,9,4,9,2,0,4,"Inactive Low-Value"
7617,42373,163,2,1,5,83,0,3,"Price Sensitive"
615,30507,343,5,1,4,29,0,1,"Premium Loyalists"
2552,55521,446,6,3,6,11,1,4,"Inactive Low-Value"
194,48006,41,1,0,3,55,0,3,"Price Sensitive"
3645,27213,70,2,0,4,19,1,1,"Premium Loyalists"
8890,65808,272,5,1,5,1,0,1,"Premium Loyalists"
5049,30351,46,3,0,2,19,0,1,"Premium Loyalists"
9973,50437,490,7,1,8,28,0,4,"Inactive Low-Value"
7301,23616,79,3,0,3,76,1,3,"Price Sensitive"
10882,53858,915,4,3,6,50,0,4,"Inactive Low-Value"
7030,66465,1485,11,9,12,1,0,2,"Potential Upgraders"
7422,46923,369,5,1,7,90,0,3,"Price Sensitive"
3523,75072,1073,5,4,8,83,0,2,"Potential Upgraders"
7106,75865,1242,3,5,10,73,0,2,"Potential Upgraders"
6504,19789,78,2,1,3,24,0,1,"Premium Loyalists"
5067,80134,1378,2,7,11,11,0,2,"Potential Upgraders"
4216,91065,1474,7,9,9,33,1,2,"Potential Upgraders"
8581,49505,751,10,2,8,4,0,4,"Inactive Low-Value"
5929,37401,48,2,0,3,14,0,1,"Premium Loyalists"
3129,30096,45,2,0,3,30,0,1,"Premium Loyalists"
6528,18492,10,1,0,2,75,0,3,"Price Sensitive"
1361,82584,1435,3,4,8,26,1,2,"Potential Upgraders"
6932,93027,2119,7,10,5,77,0,2,"Potential Upgraders"
7284,48686,20,1,0,2,8,0,1,"Premium Loyalists"
1340,92910,1795,6,7,13,42,0,2,"Potential Upgraders"
8746,75433,1188,2,5,10,28,0,2,"Potential Upgraders"
5987,10404,43,1,0,4,52,0,1,"Premium Loyalists"
3767,61314,1008,5,5,12,1,0,4,"Inactive Low-Value"
3725,84865,1688,2,4,9,1,1,2,"Potential Upgraders"
4324,42387,684,8,1,7,42,0,4,"Inactive Low-Value"
238,67309,1082,9,6,9,76,0,4,"Inactive Low-Value"
6694,75236,1068,8,3,13,27,0,4,"Inactive Low-Value"
498,30015,57,1,0,4,28,0,1,"Premium Loyalists"
9347,50943,46,1,0,3,49,0,1,"Premium Loyalists"
9699,67272,733,6,2,12,12,0,4,"Inactive Low-Value"
10664,51529,467,9,1,5,14,0,4,"Inactive Low-Value"
5455,32011,122,2,1,4,89,0,3,"Price Sensitive"
456,7500,36,2,0,3,96,0,3,"Price Sensitive"
5012,28691,34,1,0,3,56,0,3,"Price Sensitive"
7495,56223,156,2,1,5,72,0,3,"Price Sensitive"
5029,18100,14,0,0,3,14,0,1,"Premium Loyalists"
10642,30279,37,1,0,3,13,0,1,"Premium Loyalists"
2106,20130,34,1,0,3,99,0,3,"Price Sensitive"
10364,23295,20,1,0,2,72,0,3,"Price Sensitive"
5954,42618,192,5,0,4,92,0,3,"Price Sensitive"
1137,81246,1379,4,5,7,87,0,2,"Potential Upgraders"
2541,24027,48,2,0,3,7,0,1,"Premium Loyalists"
1142,55707,428,3,2,9,91,0,3,"Price Sensitive"
2276,57959,868,4,7,11,71,0,2,"Potential Upgraders"
2807,56796,1001,8,9,7,24,0,2,"Potential Upgraders"
6471,36230,59,2,0,4,17,0,1,"Premium Loyalists"
6131,70829,431,4,2,8,87,0,4,"Inactive Low-Value"
6233,65991,971,9,5,10,21,0,4,"Inactive Low-Value"
4148,38988,348,5,1,6,90,0,3,"Price Sensitive"
4947,89572,2059,7,7,9,44,1,2,"Potential Upgraders"
3225,42207,265,4,1,5,71,1,3,"Price Sensitive"
7540,50300,270,2,1,8,52,0,3,"Price Sensitive"
